Year,Month,Category,Rank,Title,Author,Publisher,PubDate,Price,Rating,ReviewCount,SalesIndex,BookURL
2025,12,국내도서 전체,1,프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,알에이치코리아(RHK),2026년 02월,"19,800원",9.7,1156,655119,https://www.yes24.com/product/goods/101375755
2025,12,국내도서 전체,2,흔한남매 22,흔한남매  원저/ 백난도  글/ 유난희  그림/ 흔한컴퍼니  감수,미래엔아이세움,2026년 04월,"15,120원",9.4,88,209625,https://www.yes24.com/product/goods/187927810
2025,12,국내도서 전체,3,안녕이라 그랬어,김애란  저,문학동네,2025년 06월,"15,120원",9.6,495,559926,https://www.yes24.com/product/goods/147560984
2025,12,국내도서 전체,4,"2026 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 심화(1,2,3급)",최태성  저,이투스북,2025년 12월,"19,800원",9.9,78,319287,https://www.yes24.com/product/goods/168393009
2025,12,국내도서 전체,5,니체의 초월자,프리드리히 니체  저/ 김철  편역,히읏,2025년 10월,"15,210원",9.8,62,281919,https://www.yes24.com/product/goods/161401496
2025,12,국내도서 전체,6,인생을 위한 최소한의 생각,"신영준 ,  고영성  저",상상스퀘어,2026년 02월,"17,820원",9.6,120,309213,https://www.yes24.com/product/goods/177044720
2025,12,국내도서 전체,7,구멍청,백희나  글그림,스토리보울,2026년 05월,"15,300원",9.2,25,95457,https://www.yes24.com/product/goods/188721090
2025,12,국내도서 전체,8,21세기 대군부인 대본집 세트,유지원  저,스튜디오오드리,2026년 05월,"54,000원",9.8,36,144297,https://www.yes24.com/product/goods/188860912
2025,12,국내도서 전체,9,"2026 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1,2,3급) 하",최태성  저,이투스북,2025년 12월,"16,650원",9.9,64,397683,https://www.yes24.com/product/goods/167466432
2025,12,국내도서 전체,10,바다에서 온 소년,개럿 카  저/ 이은선  역,북파머스,2026년 04월,"17,820원",9.6,36,78414,https://www.yes24.com/product/goods/183199243
2025,12,국내도서 전체,11,품격 있는 대화를 위한 지식 브리핑,김진  저,북플레저,2026년 04월,"22,500원",,0,163380,https://www.yes24.com/product/goods/189116661
2025,12,국내도서 전체,12,2026 선재국어 최우선 봉투 모의고사,이선재  편저,수비니겨,2026년 04월,"22,500원",9.8,91,181329,https://www.yes24.com/product/goods/185676025
2025,12,국내도서 전체,13,"2026 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1,2,3급) 상",최태성  저,이투스북,2025년 12월,"17,100원",9.8,89,425346,https://www.yes24.com/product/goods/167466420
2025,12,국내도서 전체,14,모순,양귀자  저,쓰다,2013년 04월,"11,700원",9.6,2035,467991,https://www.yes24.com/product/goods/8759796
2025,12,국내도서 전체,15,내면 근력,짐 머피  저/ 지여울  역,윌북(willbook),2026년 04월,"19,800원",9.9,59,87186,https://www.yes24.com/product/goods/183809488
2025,12,국내도서 전체,16,타몬 군 지금 어느 쪽?! 12,시와스 유키  글그림,학산문화사,2026년 05월,"5,400원",,0,74220,https://www.yes24.com/product/goods/189186704
2025,12,국내도서 전체,17,쿡연주의 달콤한 다이어트 레시피,국연주  저,한빛라이프,2026년 05월,"20,700원",9.4,10,25830,https://www.yes24.com/product/goods/185836150
2025,12,국내도서 전체,18,완벽한 원시인,자청  저,필로틱,2026년 03월,"19,800원",9.4,178,194091,https://www.yes24.com/product/goods/180137091
2025,12,국내도서 전체,19,포켓몬 생태도감,주식회사 포켓몬  글/ 기노시타 치히로  그림/ 이선희  역/ 요네하라 요시나리  기획,대원씨아이(단행)(대원키즈),2026년 04월,"13,500원",10.0,7,81480,https://www.yes24.com/product/goods/188691858
2025,12,국내도서 전체,20,사춘기 엄마의 오장육부,나민애  저,서교책방,2026년 04월,"16,020원",9.9,70,72477,https://www.yes24.com/product/goods/186676818
2025,12,국내도서 전체,21,괴테는 모든 것을 말했다,스즈키 유이  저/ 이지수  역,리프,2025년 11월,"15,300원",8.9,413,414846,https://www.yes24.com/product/goods/164510819
2025,12,국내도서 전체,22,제미나이 주식투자,조성호  저,길벗,2026년 04월,"18,000원",9.8,88,71256,https://www.yes24.com/product/goods/184276313
2025,12,국내도서 전체,23,싯다르타,헤르만 헤세  저/ 박병덕  역,민음사,2002년 01월,"7,200원",9.5,743,199374,https://www.yes24.com/product/goods/257435
2025,12,국내도서 전체,24,무례한 세상에서 나를 지키는 법,발타자르 그라시안  저/ 하와이 대저택  편저,논픽션,2026년 03월,"17,820원",8.8,41,162768,https://www.yes24.com/product/goods/182422429
2025,12,국내도서 전체,25,박곰희 연금 부자 수업,박곰희  저,인플루엔셜,2025년 06월,"18,900원",9.7,432,541560,https://www.yes24.com/product/goods/148032819
2025,12,국내도서 전체,26,자몽살구클럽,한로로  저,어센틱,2025년 07월,"10,800원",9.1,270,350778,https://www.yes24.com/product/goods/149385533
2025,12,국내도서 전체,27,위버멘쉬,프리드리히 니체  저,떠오름,2025년 03월,"16,020원",9.1,606,424260,https://www.yes24.com/product/goods/142972546
2025,12,국내도서 전체,28,이향인,라미 카민스키  저/ 최지숙  역,21세기북스,2026년 03월,"15,210원",9.8,45,91275,https://www.yes24.com/product/goods/182009922
2025,12,국내도서 전체,29,심리학은 어떻게 삶의 무기가 되는가,한소원  저,스몰빅라이프,2026년 05월,"16,920원",9.5,8,33285,https://www.yes24.com/product/goods/186502789
2025,12,국내도서 전체,30,ETS 토익 정기시험 기출문제집 1000 Vol. 5 RC,ETS  저,YBM(와이비엠),2025년 12월,"19,800원",9.8,100,233910,https://www.yes24.com/product/goods/168776448
2025,12,국내도서 전체,31,백지 앞에서,최은영  저,문학동네,2026년 04월,"15,750원",9.7,13,63411,https://www.yes24.com/product/goods/188010439
2025,12,국내도서 전체,32,흔한남매 과학 탐험대 17 뇌와 호르몬,"흔한남매  원저/ 김언정 ,  송은경  글/ 김덕영  그림/ 권경아  감수",주니어김영사,2026년 04월,"15,120원",10.0,19,76515,https://www.yes24.com/product/goods/187507612
2025,12,국내도서 전체,33,나쁜 일이 있어도 나쁜 날은 아니야,정문정  글/ 피도크  그림/ 천근아  감수,서교책방,2026년 01월,"15,120원",9.8,104,90813,https://www.yes24.com/product/goods/174965461
2025,12,국내도서 전체,34,페르세폴리스,마르잔 사트라피  글그림/ 박언주  역,휴머니스트,2019년 06월,"28,800원",9.7,53,36117,https://www.yes24.com/product/goods/74028314
2025,12,국내도서 전체,35,ETS 토익 정기시험 기출문제집 1000 Vol. 5 LC,ETS  저,YBM(와이비엠),2025년 12월,"19,800원",9.9,95,217701,https://www.yes24.com/product/goods/168776455
2025,12,국내도서 전체,36,처음 읽는 삼국지 4,이문열  글/ 한현동  그림/ 윤종문  편,미래엔아이세움,2026년 04월,"15,120원",10.0,34,86139,https://www.yes24.com/product/goods/186638310
2025,12,국내도서 전체,37,열혈강호 95,전극진  글/ 양재현  그림,대원,2026년 04월,"4,950원",9.0,14,41574,https://www.yes24.com/product/goods/188860403
2025,12,국내도서 전체,38,2026 문동균 한국사 지방직 대비 실전 봉투 모의고사,문동균  편저,에스티유니타스,2026년 04월,"11,700원",9.7,55,82284,https://www.yes24.com/product/goods/183236827
2025,12,국내도서 전체,39,흔한남매 방방곡곡 한국사 1,"흔한남매  원저/ 역사곰돌이  글/ 유난희  그림/ 미래엔 역사 교과서 집필진 ,  흔한컴퍼니  감수",미래엔아이세움,2026년 03월,"15,120원",10.0,116,98172,https://www.yes24.com/product/goods/183525510
2025,12,국내도서 전체,40,2026 심우철 하프 모의고사 Season 5 : 지방직 대비,심우철  저,에스티유니타스,2026년 04월,"11,700원",10.0,15,54384,https://www.yes24.com/product/goods/187570381
2025,12,국내도서 전체,41,나의 완벽한 장례식,조현선  저,북로망스,2026년 01월,"17,100원",9.3,159,199611,https://www.yes24.com/product/goods/173082175
2025,12,국내도서 전체,42,코스모스,칼 에드워드 세이건  저/ 홍승수  역,사이언스북스,2006년 12월,"19,800원",9.6,2259,229773,https://www.yes24.com/product/goods/2312211
2025,12,국내도서 전체,43,2026 심우철 실전 동형 모의고사 Season 3,심우철  저,에스티유니타스,2026년 04월,"13,500원",10.0,85,94980,https://www.yes24.com/product/goods/184394428
2025,12,국내도서 전체,44,"AI, 신의 탄생 인간의 종말","엘리에저 유드코스키 ,  네이트 소아레스  저/ 고영훈  역",상상스퀘어,2026년 04월,"19,800원",9.9,19,52524,https://www.yes24.com/product/goods/184261820
2025,12,국내도서 전체,45,부처님 말씀대로 살아보니,토니 페르난도  저/ 강정선  역,윌마,2026년 02월,"17,010원",9.6,94,153942,https://www.yes24.com/product/goods/176913274
2025,12,국내도서 전체,46,오후의 마지막 잔디,무라카미 하루키  저/ 안자이 미즈마루  그림/ 양윤옥  역,문학동네,2026년 04월,"13,500원",9.1,11,41631,https://www.yes24.com/product/goods/188148556
2025,12,국내도서 전체,47,살찌지 않는 몸,우창윤  저,웅진지식하우스,2026년 03월,"17,820원",9.8,68,55257,https://www.yes24.com/product/goods/181119788
2025,12,국내도서 전체,48,누구나 오를 종목을 찾는 급등의 법칙,이상민  저,북웨이브,2026년 05월,"22,500원",10.0,12,32643,https://www.yes24.com/product/goods/188845880
2025,12,국내도서 전체,49,체호프 단편선,안톤 파블로비치 체호프  저,민음사,2002년 11월,"8,100원",9.5,330,42081,https://www.yes24.com/product/goods/318392
2025,12,국내도서 전체,50,"AI 버블, 반도체 실전 투자법",이형수  저,지베르니,2026년 05월,"36,000원",7.8,12,44928,https://www.yes24.com/product/goods/188602684
2025,12,국내도서 전체,51,돈의 심리학 (50만 부 기념 뉴 에디션),모건 하우절  저/ 이지연  역,인플루엔셜,2026년 01월,"22,320원",9.4,1280,114351,https://www.yes24.com/product/goods/172574653
2025,12,국내도서 전체,52,행복한 꿀벌 콜레트,장프랑수아 세네샬  글/ 파스칼 보낭팡  그림/ 김보희  역,FIKAJUNIOR(피카주니어),2026년 04월,"15,120원",10.0,11,46257,https://www.yes24.com/product/goods/185482852
2025,12,국내도서 전체,53,최소한의 삼국지 (10만 부 기념 도원결의 에디션),최태성  저/ 이성원  감수,프런트페이지,2025년 11월,"17,550원",9.7,280,324318,https://www.yes24.com/product/goods/166390503
2025,12,국내도서 전체,54,에그박사 18,에그박사  원저/ 박송이  글/ 홍종현  그림/ 김보숙  감수,미래엔아이세움,2026년 04월,"15,120원",10.0,22,66483,https://www.yes24.com/product/goods/187026394
2025,12,국내도서 전체,55,향기로운 꽃은 늠름하게 핀다 19 더블특전판,미카미 사카  글그림,대원,2026년 04월,"5,400원",10.0,23,80754,https://www.yes24.com/product/goods/187026200
2025,12,국내도서 전체,56,아르테미스,앤디 위어  저/ 남명성  역,알에이치코리아(RHK),2021년 05월,"17,820원",8.9,76,90027,https://www.yes24.com/product/goods/101375832
2025,12,국내도서 전체,57,너를 아끼며 살아라,나태주  저,더블북,2025년 06월,"16,650원",9.8,183,294294,https://www.yes24.com/product/goods/147276346
2025,12,국내도서 전체,58,"큰별쌤 최태성의 별별한국사 시대별 기출문제집 한국사능력검정시험 심화(1,2,3급)",최태성  저,이투스북,2025년 06월,"17,730원",9.8,89,128355,https://www.yes24.com/product/goods/147561000
2025,12,국내도서 전체,59,부의 사다리에 올라타라,닉 매기울리  저/ 박슬라  역,알에이치코리아(RHK),2026년 04월,"20,700원",9.8,17,60789,https://www.yes24.com/product/goods/184277605
2025,12,국내도서 전체,60,진보를 위한 주식투자,이광수  저,21세기북스,2025년 12월,"19,800원",8.8,200,318048,https://www.yes24.com/product/goods/168226997
2025,12,국내도서 전체,61,데미안,헤르만 헤세  저/ 전영애  역,민음사,2000년 12월,"7,200원",9.3,1170,151434,https://www.yes24.com/product/goods/176787
2025,12,국내도서 전체,62,혼모노 (리커버),성해나  저,창비,2025년 03월,"16,200원",9.1,858,626277,https://www.yes24.com/product/goods/143911524
2025,12,국내도서 전체,63,긴긴밤,루리  글그림,문학동네,2021년 02월,"11,250원",9.8,1729,276717,https://www.yes24.com/product/goods/97255028
2025,12,국내도서 전체,64,할 수 있다! AI 주식 투자,머신러너  저,에프엔미디어,2026년 04월,"22,500원",9.8,16,50064,https://www.yes24.com/product/goods/183185337
2025,12,국내도서 전체,65,마션,앤디 위어  저/ 박아람  역,알에이치코리아(RHK),2021년 05월,"17,820원",9.7,164,88827,https://www.yes24.com/product/goods/101375809
2025,12,국내도서 전체,66,생각하라 그리고 부자가 되어라,나폴레온 힐  저,하이스트,2026년 04월,"16,920원",10.0,45,55494,https://www.yes24.com/product/goods/186506535
2025,12,국내도서 전체,67,이지패스 2026 ADsP 데이터분석 준전문가,"박현민 ,  전용문  저",위키북스,2026년 01월,"27,000원",9.9,180,139404,https://www.yes24.com/product/goods/167744276
2025,12,국내도서 전체,68,2026 제17회 젊은작가상 수상작품집,"김채원 ,  길란 ,  남의현 ,  서장원 ,  위수정  저 외 2명
                                         
 정보 더 보기/감추기 
 
 
 
 김채원 
 길란 
 남의현 
 서장원 
 위수정 
 이미상 
 함윤이",문학동네,2026년 03월,"6,930원",9.4,40,87591,https://www.yes24.com/product/goods/185198822
2025,12,국내도서 전체,69,소년이 온다,한강  저,창비,2014년 05월,"13,500원",9.7,3678,317877,https://www.yes24.com/product/goods/13137546
2025,12,국내도서 전체,70,정재승의 로봇 탐구 보고서 1,"정재은 ,  정재승  글/ 김현민  그림",얘들아모여,2026년 05월,"15,120원",9.3,9,29550,https://www.yes24.com/product/goods/186943203
2025,12,국내도서 전체,71,해커스 토익 기출 VOCA (보카),해커스 토익연구소  저,해커스어학연구소,2024년 08월,"11,610원",9.6,1222,288735,https://www.yes24.com/product/goods/67362730
2025,12,국내도서 전체,72,읽으면서 바로 써먹는 어린이 낱말 퍼즐,한날  글그림,파란정원,2026년 04월,"11,700원",10.0,7,32754,https://www.yes24.com/product/goods/188017874
2025,12,국내도서 전체,73,2026 써니 행정법총론 봉투모의고사,박준철  편저,제이씨에듀,2026년 04월,"10,800원",9.7,47,67251,https://www.yes24.com/product/goods/184402021
2025,12,국내도서 전체,74,엄마가 유령이 되었어!,노부미  글그림/ 이기웅  역,길벗어린이,2016년 05월,"10,800원",9.0,97,288093,https://www.yes24.com/product/goods/27582352
2025,12,국내도서 전체,75,다정한 사람이 이긴다 (스페셜 리커버),이해인  저,필름,2026년 04월,"17,100원",9.2,210,168891,https://www.yes24.com/product/goods/185705970
2025,12,국내도서 전체,76,말하지 않고 말하기,김정운  저,21세기북스,2026년 05월,"21,600원",9.2,5,24252,https://www.yes24.com/product/goods/188859332
2025,12,국내도서 전체,77,급류,정대건  저,민음사,2022년 12월,"12,600원",8.7,645,226029,https://www.yes24.com/product/goods/116586303
2025,12,국내도서 전체,78,가르쳐줘 집사 1,마사키 미치  글그림/ 김수연  역,서울미디어코믹스(서울문화사),2026년 04월,"6,300원",10.0,34,26724,https://www.yes24.com/product/goods/188827950
2025,12,국내도서 전체,79,운명을 보는 기술,박성준  저,페이지2북스,2025년 10월,"16,920원",9.4,119,131634,https://www.yes24.com/product/goods/160067656
2025,12,국내도서 전체,80,주식 투자를 잘한다는 것,육과장  저,노티스,2026년 04월,"19,800원",9.8,57,62121,https://www.yes24.com/product/goods/184337755
2025,12,국내도서 전체,81,거꾸로 가는 하나님 나라,김지희  저,햇살콩,2026년 05월,"16,200원",10.0,1,40857,https://www.yes24.com/product/goods/188841849
2025,12,국내도서 전체,82,『이너뷰티 리추얼』 UNA(최윤하) 저자 북토크,UNA(최윤하),동양북스(동양books),2026년 04월,"10,000원",,0,16500,https://www.yes24.com/product/goods/188884166
2025,12,국내도서 전체,83,어른의 감정을 돌보는 100일 필사 노트,김종원  저,청림Life,2026년 04월,"18,000원",9.8,47,78531,https://www.yes24.com/product/goods/183546734
2025,12,국내도서 전체,84,2026 심우철 실전 동형 모의고사 Season 4,심우철  저,에스티유니타스,2026년 05월,"13,500원",,0,24720,https://www.yes24.com/product/goods/189115175
2025,12,국내도서 전체,85,돈의 속성 400쇄 리커버,김승호  저,스노우폭스북스,2020년 06월,"16,020원",9.5,1873,136911,https://www.yes24.com/product/goods/90428162
2025,12,국내도서 전체,86,아름다운 초저녁달 10,야마모리 미카  글그림,학산문화사,2026년 05월,"5,400원",10.0,6,20460,https://www.yes24.com/product/goods/189182784
2025,12,국내도서 전체,87,주식투자 무작정 따라하기,윤재수  저,길벗,2026년 01월,"22,500원",9.9,20,64482,https://www.yes24.com/product/goods/175467785
2025,12,국내도서 전체,88,해파리 만개,김초엽  저/ 박지숙  그림,마음산책,2026년 04월,"15,120원",9.8,9,40098,https://www.yes24.com/product/goods/187564793
2025,12,국내도서 전체,89,자본주의 시대에서 살아남기 위한 최소한의 경제 공부,백억남(김욱현)  저,하이스트,2025년 12월,"25,200원",9.7,81,169632,https://www.yes24.com/product/goods/167503385
2025,12,국내도서 전체,90,다크 심리학,다크 사이드 프로젝트  저,어센딩,2025년 07월,"19,710원",9.1,253,251850,https://www.yes24.com/product/goods/149658696
2025,12,국내도서 전체,91,"끝까지 해 보자, 때밀이 장갑!",유설화  글그림,책읽는곰,2026년 04월,"13,500원",10.0,33,45474,https://www.yes24.com/product/goods/185891630
2025,12,국내도서 전체,92,세이노의 가르침,세이노(SayNo)  저,데이원,2023년 03월,"6,480원",9.0,2840,152103,https://www.yes24.com/product/goods/117014613
2025,12,국내도서 전체,93,어른의 행복은 조용하다,태수  저,페이지2북스,2024년 11월,"16,020원",9.5,506,407220,https://www.yes24.com/product/goods/136298166
2025,12,국내도서 전체,94,꼬랑지네 떡집,김리리  글/ 김이랑  그림,비룡소,2026년 04월,"11,700원",9.8,12,38646,https://www.yes24.com/product/goods/185531831
2025,12,국내도서 전체,95,도시는 무엇으로 사는가,유현준  저,을유문화사,2026년 03월,"18,000원",9.6,22,25905,https://www.yes24.com/product/goods/182624787
2025,12,국내도서 전체,96,혼자 공부하는 바이브 코딩 with 클로드 코드,조태호  저,한빛미디어,2025년 12월,"27,000원",9.9,159,66585,https://www.yes24.com/product/goods/167573138
2025,12,국내도서 전체,97,한자어 천재라면,"박정란 ,  서재인  글/ 김기수  그림/ 서가윤  감수",슈크림북,2026년 03월,"13,950원",10.0,47,54480,https://www.yes24.com/product/goods/180985235
2025,12,국내도서 전체,98,처음 읽는 그리스 로마 신화 14,최설희  글/ 한현동  그림/ 정수영  편,미래엔아이세움,2026년 03월,"15,120원",10.0,82,64194,https://www.yes24.com/product/goods/182057273
2025,12,국내도서 전체,99,이게 되네? 제미나이 완전 미친 활용법 81제,오힘찬  저,골든래빗,2026년 02월,"21,600원",9.9,154,79278,https://www.yes24.com/product/goods/176901674
2025,12,국내도서 전체,100,너를 미워할 시간에 나를 사랑하기로 했다,윤서진  저,스몰빅라이프,2024년 11월,"16,920원",9.3,121,159084,https://www.yes24.com/product/goods/136269105
2025,12,국내도서 전체,101,바깥은 여름,김애란  저,문학동네,2017년 06월,"14,400원",9.2,925,75486,https://www.yes24.com/product/goods/42798224
2025,12,국내도서 전체,102,월드클래스,"이성모 ,  정진 ,  스토리랩  글/ 김래현  그림",다산어린이,2026년 04월,"19,800원",9.6,5,20514,https://www.yes24.com/product/goods/185256429
2025,12,국내도서 전체,103,삶이 허기질 때 나는 교양을 읽는다,지식 브런치  저,서스테인,2026년 05월,"36,000원",10.0,7,17982,https://www.yes24.com/product/goods/188921376
2025,12,국내도서 전체,104,피터케이의 이기는 투자 불변의 법칙,피터케이  저,21세기북스,2026년 04월,"19,800원",9.7,68,83775,https://www.yes24.com/product/goods/183546514
2025,12,국내도서 전체,105,2026 이동기 영어 실전동형 모의고사 Vol.2,(주)이앤미래(이동기)  편저,이앤미래,2026년 04월,"13,500원",10.0,13,44787,https://www.yes24.com/product/goods/186625191
2025,12,국내도서 전체,106,이기적 유전자 The Selfish Gene,"리처드 도킨스  저/ 홍영남 ,  이상임  역",을유문화사,2018년 10월,"18,000원",9.2,905,149961,https://www.yes24.com/product/goods/65067259
2025,12,국내도서 전체,107,여덟 단어,박웅현  저,인티앤,2023년 06월,"15,300원",9.8,137,96222,https://www.yes24.com/product/goods/119410542
2025,12,국내도서 전체,108,브람스를 좋아하세요...,프랑수아즈 사강  저/ 김남주  역,민음사,2008년 05월,"9,000원",9.1,904,101109,https://www.yes24.com/product/goods/2950700
2025,12,국내도서 전체,109,김재우의 기본 동사 100,김재우  저,상상스퀘어,2025년 12월,"19,800원",9.7,53,78753,https://www.yes24.com/product/goods/168227669
2025,12,국내도서 전체,110,꽃을 보듯 너를 본다,나태주  저,지혜,2015년 06월,"11,700원",9.5,940,104046,https://www.yes24.com/product/goods/24259730
2025,12,국내도서 전체,111,세금 아는 형의 세무조사 이야기,"염지훈 ,  송노용  저",이든하우스,2026년 05월,"18,000원",10.0,1,16920,https://www.yes24.com/product/goods/189182929
2025,12,국내도서 전체,112,평생 월 500만 원 받는 월배당 ETF,배당의만장  저,노티스,2026년 03월,"20,700원",9.9,42,56796,https://www.yes24.com/product/goods/182639140
2025,12,국내도서 전체,113,절창 切創,구병모  저,문학동네,2025년 09월,"16,200원",9.1,414,274782,https://www.yes24.com/product/goods/153497469
2025,12,국내도서 전체,114,인간 실격,다자이 오사무  저,민음사,2004년 05월,"8,100원",9.1,1097,110472,https://www.yes24.com/product/goods/1387488
2025,12,국내도서 전체,115,젊은 베르테르의 슬픔,요한 볼프강 폰 괴테  저/ 안장혁  역,문학동네,2026년 05월,"8,100원",10.0,3,17190,https://www.yes24.com/product/goods/188907414
2025,12,국내도서 전체,116,순경씨와 나 1,나오키 유우  글그림,대원,2026년 04월,"6,300원",9.7,56,30117,https://www.yes24.com/product/goods/188162303
2025,12,국내도서 전체,117,봄의 폭풍과 몬스터 8,미츠바치 미유키  글그림,학산문화사,2026년 05월,"5,400원",,0,16530,https://www.yes24.com/product/goods/189186587
2025,12,국내도서 전체,118,2026 문동균 한국사 D-30 문단속 모의고사,문동균  편저,에스티유니타스,2026년 02월,"14,400원",9.9,109,68697,https://www.yes24.com/product/goods/178328686
2025,12,국내도서 전체,119,이방인,알베르 까뮈  저/ 김화영  역,민음사,2011년 03월,"9,000원",9.3,707,105708,https://www.yes24.com/product/goods/4827613
2025,12,국내도서 전체,120,SQL 자격검정 실전문제,한국데이터진흥원  저,한국데이터산업진흥원,2023년 12월,"17,460원",9.3,148,87918,https://www.yes24.com/product/goods/124645703
2025,12,국내도서 전체,121,행복할 거야 이래도 되나 싶을 정도로,일홍  저,부크럼,2024년 07월,"16,200원",9.8,296,122523,https://www.yes24.com/product/goods/129775130
2025,12,국내도서 전체,122,내 인생의 배경지식 한 권 교양,유선경  저,앤의서재,2026년 04월,"23,850원",9.6,38,19647,https://www.yes24.com/product/goods/187593503
2025,12,국내도서 전체,123,2027 소방직 시험대비 SO NICE 백소나 소방학개론 기본서,백소나  편저,더나은,2026년 04월,"38,700원",7.3,6,27474,https://www.yes24.com/product/goods/187927189
2025,12,국내도서 전체,124,2026 이유진 국어 화제의 모의고사,이유진  편저,고시동네,2026년 04월,"18,000원",9.9,25,52803,https://www.yes24.com/product/goods/185271392
2025,12,국내도서 전체,125,어른의 품격을 채우는 100일 필사 노트,김종원  저,청림Life,2025년 03월,"18,000원",9.8,266,292623,https://www.yes24.com/product/goods/142687238
2025,12,국내도서 전체,126,1984,조지 오웰  저/ 정회성  역,민음사,2003년 06월,"9,900원",9.6,696,106080,https://www.yes24.com/product/goods/372300
2025,12,국내도서 전체,127,5번 레인 (30만 부 기념 리커버),은소홀  저/ 노인경  그림,문학동네,2020년 09월,"12,600원",9.7,428,153810,https://www.yes24.com/product/goods/92578889
2025,12,국내도서 전체,128,듀얼 브레인,이선 몰릭  저/ 신동숙  역,상상스퀘어,2025년 03월,"18,900원",8.7,229,166578,https://www.yes24.com/product/goods/142876017
2025,12,국내도서 전체,129,1929,앤드루 로스 소킨  저/ 조용빈  역/ 신현호  감수,웅진지식하우스,2026년 04월,"28,800원",9.8,26,29460,https://www.yes24.com/product/goods/187183462
2025,12,국내도서 전체,130,왜 일하는가,이나모리 가즈오  저/ 김윤경  역,다산북스,2021년 04월,"16,200원",8.7,306,102606,https://www.yes24.com/product/goods/99184511
2025,12,국내도서 전체,131,데일 카네기 인간관계론 (50만부 돌파 초판 무삭제 완역본),데일 카네기  저/ 임상훈  역,현대지성,2019년 10월,"10,350원",9.6,1370,150864,https://www.yes24.com/product/goods/79297023
2025,12,국내도서 전체,132,마음의 주인은 언제나 나야,손원우  글/ 김서희  그림,페이지2북스,2026년 03월,"16,920원",9.9,58,66591,https://www.yes24.com/product/goods/180953250
2025,12,국내도서 전체,133,세종의 나라 1,김진명  저,이타북스,2026년 02월,"19,800원",9.3,43,76269,https://www.yes24.com/product/goods/178054374
2025,12,국내도서 전체,134,"큰별쌤 최태성의 별별한국사 7일의 기적 한국사능력검정시험 심화(1,2,3급)",최태성  저,이투스북,2024년 04월,"14,850원",9.7,90,79227,https://www.yes24.com/product/goods/125809084
2025,12,국내도서 전체,135,딱 1년만 미쳐라,리치파카(강연주)  저,모티브,2026년 03월,"17,820원",9.9,175,52017,https://www.yes24.com/product/goods/181003172
2025,12,국내도서 전체,136,나를 지키는 최소한의 법 이야기,양지열  저,자음과모음,2022년 01월,"15,120원",9.8,36,30252,https://www.yes24.com/product/goods/106371810
2025,12,국내도서 전체,137,체인소 맨 23,후지모토 타츠키  글그림,학산문화사,2026년 05월,"5,400원",10.0,1,15060,https://www.yes24.com/product/goods/189186646
2025,12,국내도서 전체,138,원펀맨 ONE PUNCH MAN 34,ONE  원저/ 무라타 유스케  그림,대원,2026년 04월,"5,400원",10.0,26,29904,https://www.yes24.com/product/goods/186842406
2025,12,국내도서 전체,139,세종의 나라 2,김진명  저,이타북스,2026년 02월,"19,800원",9.6,27,72123,https://www.yes24.com/product/goods/178054322
2025,12,국내도서 전체,140,작별하지 않는다,한강  저,문학동네,2021년 09월,"15,120원",9.6,2545,165768,https://www.yes24.com/product/goods/103495056
2025,12,국내도서 전체,141,해커스 일본어 첫걸음 : 일본어 기초 20일 독학 완성!,해커스 일본어연구소  저,해커스어학연구소,2024년 05월,"12,510원",9.6,371,170763,https://www.yes24.com/product/goods/102502665
2025,12,국내도서 전체,142,돈의 방정식,모건 하우절  저/ 박영준  역,서삼독,2026년 01월,"25,200원",9.2,180,142881,https://www.yes24.com/product/goods/172506508
2025,12,국내도서 전체,143,쇼펜하우어 인생수업 (30만 부 기념 개정증보판),아르투어 쇼펜하우어  저/ 김지민  편,하이스트,2024년 02월,"15,750원",9.0,202,159582,https://www.yes24.com/product/goods/125085536
2025,12,국내도서 전체,144,2026 오정화 세법 - 지방세법 이거다1(기출·응용 문제편),오정화  저,올에듀케이션,2026년 05월,"28,500원",,0,16410,https://www.yes24.com/product/goods/189043161
2025,12,국내도서 전체,145,평범한 아이들은 어떻게 최상위권이 되었을까,이창준  저,스틸당(STEALDANG),2026년 04월,"17,550원",10.0,80,37806,https://www.yes24.com/product/goods/182436870
2025,12,국내도서 전체,146,야마다 군과 Lv999의 사랑을 하다 7,마시로  글그림/ 송재희  역,디앤씨미디어(D&C미디어),2026년 04월,"7,200원",10.0,41,31968,https://www.yes24.com/product/goods/186846174
2025,12,국내도서 전체,147,아몬드 (청소년판),손원평  저,다즐링,2023년 07월,"15,120원",9.6,184,99723,https://www.yes24.com/product/goods/119700269
2025,12,국내도서 전체,148,"사랑하라, 거짓된 천사들이여 6",Coco Uzuki  글그림/ 정효진  역,서울미디어코믹스(서울문화사),2026년 04월,"5,400원",9.8,24,24744,https://www.yes24.com/product/goods/188187194
2025,12,국내도서 전체,149,최소한의 한국사,최태성  저,프런트페이지,2023년 06월,"17,820원",9.8,797,163785,https://www.yes24.com/product/goods/119458052
2025,12,국내도서 전체,150,시간 고양이 8,박미연  글/ 이소연  그림,이지북,2026년 04월,"13,500원",10.0,32,20640,https://www.yes24.com/product/goods/187818382
