Title,Author,Category,Year,Month,ReviewText,ReviewRating,ReviewDate,ReviewType,BookURL
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,책소개 하는 인스타그램에서 추천평이 높길래 도서관에서 대출해서 읽었는데 상당히 재밌게 읽었다. 추천평이 높다고 다 재밌었던건 아니어서 크게 기대하지 않고 읽었는데 앤디위어 우주3부작 가운데 이 책이 나에겐 가장 인상깊었다. 나에게 물리적 지식이 별로 없어서 그런 부분이 좀 아쉽긴 했지만 전체 흐름을 따라가는대에는 큰 무리없이 흥미롭게 읽을수 있었다.,10,2025-11-27,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,오랜만에 장편 소설이 읽고 싶어서 주문했어요. 도입부부터 흥미롭고 읽는내내 지루한 틈없이 몰입해서 읽었습니다. 휴대폰 대신 읽으려고 선택한건데 성공했어요. 다른 시리즈도 사보려고합니다. 영화도 나온다던데 기대돼요. 마무리도 제 기준 좋았습니다,10,2025-11-04,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,앤디 위어 작가의 프로젝트 헤일메리라는 책이다. 워낙에 추천을 많이 받은 책이라 궁금하긴 했는데 마션에 이어 또 우주 이야기인 것 같다. SF는 젬병이라 책보다는 영화를 보는 게 나은데 기회가 돼서 책을 구매했다. 많은 사람들이 추천하고 칭찬한 만큼 기대가 크다.,10,2025-11-03,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,알에이치코리아에서 출간 된 엔디 위어 저 를 읽고 작성하는 리뷰입니다. 요즘 출간 되는 소설 치고는 단권으로 꽤 분량이 있는 편. 긴 분량이지만 지루하지 않고 한편의 영화를 보는 듯한 몰입감. 역시는 역시! 라일랜드 그레이스 로키 좋음.좋음.좋음!,10,2025-10-30,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,"밀리의 서재에서 sf 소설로 추천을 받아서 처음 봤는데 앤디 위어의 문체, 스토리, 묘사 모든 것에 흠뻑 빠져들어 이북으로라도 소장하고 싶어서 구매했습니다. 과학을 싫어하는 사람들도 정말 재미있게 볼 수 있어 강력 추천드립니다. 안보신 분들에게 정말 추천드립니다. 안 본 눈 사고 싶다는 말이 딱 맞을 것 같아요. 정말 명작이었습니다.",10,2025-10-29,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,프로젝트 헤일메리 후기입니다. 너무 오랜만에 일반 책을 읽다보니까 조금 지루하다는 생각이 들었지만 과학 책을 좋아해 가지고 너무 재밌게 봤어요. 마션도 너무 재미있게 읽었는데 이 책도 꼭 읽어 보라고 해서 대여했는데 괜찮아서 사실 소장하고 싶네요,10,2025-03-04,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,"외계생명체와의 조우, 기억상실에서 부터 기억을 찾아가는 여정, 문제를 직면하고 해결하는 사고과정 등 소재도 소재지만 이를 풀어나가고 이야기해 가는 과정과정이 매우 흥미롭습니다. 주인공이 겪은 상황을 내가 직접 겪고 있다고 상상하면서 그의 생각과 느낌을 상상하면서 읽으니 긴박한 순간에는 손에 땀을 쥐고 고민할때는 같이 두뇌를 풀가동 하게 되네요 재밌게 읽었습니다. 영화가 기대되네요",10,2025-02-26,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,사람들 평이 좋기도 하고 제가 SF 관련 하는 걸 좋아하기도 하고 마션 영화를 재밌게 봤어서. 이 책도 읽어 보고 싶었는데 아침 영화 예정도 있어서 얼른 읽어 봤더니 역시나 정말 재미있게 읽었습니다. 재미 있다는 이야기가 많은 이유를 알 것 같더라구요.,10,2025-02-26,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,"앤디 위어의 프로젝트 헤일메리 리뷰입니다. 마션을 본 이후 작가님 차기작은 전부 챙겨보고 있는데요, 썩 만족스럽지 않았던 아르테미스와 달리 프로젝트 헤일메리는 제기준 완벽했어요. 과학지식이 깊지않아도 스토리전개만으로도 감탄이 나옵니다. 만족! 만족! 영화화도 기대돼요",10,2025-02-24,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,"그동안 유일하게 꿈꾸는 책들의 도시만 손에 꼽는 작품으로 추천했었다 드디어 또 다른 책을 추천할 수 있게 된 것 같다 프로젝트 헤일메리. 장담하건데 올해 최고의 책이 될 것 같다. 초반에 위기가 와서 3번 포기하다가 참고 읽어보잔 생각으로 읽었다가 너무 좋은 작품을 만난 것 같아서 로또 맞은 기분이다. 로키를 알게 돼서 너무 벅참,벅참,벅참.",10,2025-02-23,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,"본 리뷰는 2023년 10월에 앤디 위어 작가님의 프로젝트 헤일메리를 읽고 쓰는 리뷰입니다. 개인적으로 에스에프물을 별로 안 좋아하는데, 이 책은 정말 흡입력이 굉장해서 시간 가는 줄 모르고 흥미 진진하게 완독핶습니다. 주인공이 기억을 잃고 에피소드에 따라 기억을 찾아 나가는 전개방식, 그리고 낯설고 외로운 우주에서 외계인을 만나 우정을 다지는 내용이 감동적이고 인상깊었습니다. 외계인의 모습이 우리가 생각했던 틀에 박힌 외계인의 모습이 아니라 신선했고 특히 로키의 말투가 정말 귀여웠습니다",10,2023-10-21,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,앤디 위어 시리즈 중 제일 재밌게 읽은 프로젝트 헤일메리 리뷰입니다. 주인공이 기억을 잃고 우주에서 눈을 떴을 때는 이미 모든 것이 돌이킬 수 없는 상태라 이 것을 과학자도 아닌 그가 어떻게 해결해나갈지 정말 걱정이 되었습니다. 하나하나 이겨나가는 주인공과 우연히 만난 외계생명체 로키의 만남은 정말 감동 감동 감동! 이었습니다. 넓디 넓은 우주에 외로이 떠돌던 둘이 만나 서로를 위해 목숨을 내던질 수 있는 우정을 나누는 것이 이 소설의 진정한 묘미가 아닐까합니다. 과학의 ㄱ 도 모르는 저지만 너무나 재밌게 읽었어요.,10,2023-08-19,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,"알에이치코리아에서 출간된 앤디 위어 작가님의 프로젝트 헤일메리 리뷰입니다. 사실 문과인 저로서는 과학에 대한 내용이 나올 때마다 이해가 되지 않아 흐린눈을 하고 읽었는데요, 그럼에도 불구하고 주인공 과학자와 외계생명체의 감정적 교류가 무척 흥미로워 쉬지 않고 읽었던 작품이기도 합니다. sf 소설이라 그런지 확실히 과학적 설명이 주를 이루는 작품이긴 한데, 깨알같은 코믹 요소들이 여기저기 있어서 지루하지 않았어요. 결말도 무척 감동적이어서 한 번씩 읽어 보시는 것을 추천드립니다.",10,2023-08-02,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,"앤디 위어 저, 강동혁 역의 프로젝트 헤일메리 리뷰입니다. 본 리뷰에는 스포일러를 포함하고 있을 수 있습니다. 리뷰 감상에 참고 부탁드리겠습니다. SF소설은 처음 접해보는데 처음에는 무슨 말인지 몰라 걱정했는데 책을 읽으면 읽을수록 흥미롭게 페이지를 휘리릭 넘기는 제 모습을 발견할 수 있었습니다. 영화로 제작되기로 확정됐다는 소식을 들었는데 영화로 이 내용들이 구현될지 기대감을 갖고 여러번 재독을 할 것 같습니다.",10,2023-08-01,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,"앤디 위어 저 프로젝트 헤일메리 리뷰 입니다. 책 분량이 상당한데 SF장르를 워낙 좋아해서 재밌게 읽었습니다. 작가의 전작인 마션도 재밌게 읽어서 기대가 컸는데 기대만큼 재밌었어요. 평소 과학에 관심 없으면 지루 하실 수도 있을거 같긴한데.. 저는 지구, 우주 이런 소재의 책이나 영화를 좋아해서 재밌었습니다. 어렵다 생각하지 마시고 흥미로운 내용이 많으니 많은 분들이 읽어보았으면 좋겠습니다. 영화 제작중인걸로 아는데 영화도 기대되네요.",10,2023-07-05,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,인류 구원의 운명을 맡은 우주비행사의 재난 및 미지와의 조우 우리가 이 문제를 풀지 못하면 그 아이들 모두가 매드맥스식의 악몽 같은 세상을 맞이하게 될 겁니다. 꽤나 세세한 설정과 공식으로 무장하여 진행하는 공상과학 책이다. 따라서 약간 버벅이게 될 수 도 있으나 전체적으로는 우주적 재난의 흥미로운 설정인 책이다.,8,2023-05-11,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,"우리 모모의 2023년 첫 책이자 장편 소설이기에 우리의 숙원과 같았던 프로젝트 헤일메리! 과학의 내용이 어렵지 않다면 거짓말이지만 온갖 분야의 과학지식들이 쏟아진데도 불구하고 기승전결이 깔끔하고 결말까지 평범하지 않으면서 따뜻하고 더욱이 이상적인 결말이라 여운이 깊었다. 쏟아지는 수많은 떡밥을 제때에 수습하는 것도 만족했다. 외계인의 섬세한 묘사와 의사소통 하는 과정, 그리고 지구위기의 원인이 되는 소재까지 독특한 설정들과 톡톡 튀는 인물들의 묘사도 장편 소설을 계속 읽게하는 매력이 있었다. 과학에 설명에 대한 나의 상상력이 부족함을 느껴서 아쉽기는 하였지만 누군가가 여유가 있다면 추천하고픈 소설이다.",8,2023-01-30,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,프로젝트 헤일메리 요즘 우주관련 책들을 이것 저것 사면서 읽는데 이게 재밌다고 해서 냅다 데려왔다. 근데............ 다 좋은데....... 나 뽑기 실패한거니........ 피자마자 책등이 반으로 쫙 갈라지면서 가운데가 그냥 벌어졌다. 오래된놈이 나한테 온건지 제대로 만들어진애 아닌건지... 교환하려다가 귀찮아서 냅뒀는데 읽다가 완전히 가운데 보내버릴까봐 못 읽겠음... 짜증나................ 확인 좀 잘 해서 보내라고 ㅠ,8,2022-12-16,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,리뷰를 좋게쓰고싶어도 예스24 배송에 너무 실망을 했어서 좋게 안나와요.. 교환 총 2번 받았고 받을때마다 종이가 다 찢어져와서 진짜 이거 뭐지 싶었어요 그래도 내용은 재밌었고 마지막에 받은 책도 준수한 상태는 아니지만 교환전보다는 나으니까 그냥 봤어요! 프로젝트 헤일메리 앤디위어 작가 책중에 제일 재밌다고 소문난거같은데 전 마션이랑 아르테미아? 보다 더 재밌게 봤습니다 역시 우주sf 소설은 앤디위어 따라올 작가가 없네요,8,2022-08-11,회원리뷰,https://www.yes24.com/product/goods/101375755
