Title,Author,Category,Year,Month,ReviewText,ReviewRating,ReviewDate,ReviewType,BookURL
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,"주인공은 컴퓨터의 귀찮은 질문과 함께 깨어난다. 2 더하기 2나 8의 세제곱근 따위의 질문을 하는 컴퓨터. 그런데 이상하게도 주인공은 생각처럼 대답이 잘 나오지 않았고 더듬거리며 입을 움직이다 이내 다시 잠이 들었다. 한참 뒤 깨어난 그는 자신이 침대에 눕혀져 말 그대로 환자의 모습을 하고 있었으며, 의식이 없는 동안 로봇 팔들이 그를 돌봐 주었다는 사실을 깨닫게 된다. 그러나 그는 자신이 누구이며, 왜 이런 모습으로 이곳에 있는지 아무것도 기억이 나지 않았다. 이따금씩 떠오르는 단편적인 기억들과 왜인지 모르지만 머릿속에 가득 들어있는 과학 지식들을 활용해 그는 이곳이 어디인지, 자신이 무엇을 하고 있었던 건지 답을 찾아가기 시작한다. 숫자를 계산해 보고 얻은 결과가 마음에 들지 않는다. 이 방은 중력이 너무 크다. 원래 지구의 중력가속도는 9.8m s 2 이어야 하는데, 이 방의 중력가속도는 15m s 2 이다. 낙하하는 물체가 다르게 느껴지는 이유가 그것이다. 너무 빨리 떨어지니까. 이렇게 근육이 많은데도 내가 힘이 없는 이유 역시 마찬가지다. 모든 것이 원래의 무게보다 1.5배는 더 나간다. 문제는, 중력에 영향을 주는 건 아무것도 없다는 사실이다. 중력은 증가시킬 수도, 감소시킬 수도 없다. 지구의 중력 가속도는 9.8m s 2 이다. 끝. 그런데 나는 그 이상의 중력을 경험하고 있다. 가능한 설명은 한 가지뿐이다. 내가 있는 곳은 지구가 아니다. p. 33 이 작품에서 주인공이 기억의 공백을 가지고 있다는 설정은 독자가 공간과 상황을 이해하는데 더욱 편리한 장치였다고 생각된다. 이러한 전개 방식은 주인공과 마찬가지로 소설 속 상황과 공간에 무지한 상태인 독자가 소설 속 세계에 천천히 발을 들이도록 만들어 한꺼번에 입력되는 과한 정보로 흥미를 잃지 않게 도와주었다. 또한 주인공의 입과 독백을 통해 배경지식이 지루하게 흘러나오는 것보다 회상 장면을 통해 필요한 설명을 그때그때 들려주는 것은 소설을 더 생기 있게 꾸며주는 장치로 느껴지기도 했다. 그래서 소설은 이미 주인공이 우주선에 홀로 남은 시점에서 시작되었지만 우리는 이 우주선이 어떤 과정을 거쳐 만들어졌고 그것에는 어떤 과학적 지식들이 활용되었는지를 차근히 이해해 나갈 수 있었다. 태양의 빛이 점점 어두워지기 시작했다. 그에 따라 지구는 점점 추워질 것이고 전문가는 이대로 가면 19년 뒤에 인류의 절반이 죽게 될 것이라고 전망했다. 크나큰 위기 앞에 세계는 한마음으로 최고의 과학자들을 모아 문제를 해결할 방법을 찾았고, 그들은 마침내 인류의 유일한 희망인 헤일메리 호를 만들게 된다. 헤일메리란 절망적인 상황에서 아주 낮은 성공률을 바라보고 적진 깊숙이 내지르는 롱 패스를 뜻하는 미식축구 용어 이자 , 버저가 울리는 순간에 득점할 것을 노리고 먼 거리에서 던지는 슛을 뜻하는 농구 용어 p. 70 이다. 그 뜻에서 헤일메리 호의 용도이자 운명이 예상된다. 나는 자살 임무를 수행하러 왔다. 존, 폴, 조지, 링고는 집에 돌아가지만, 길고도 험난한 나의 여정은 여기에서 끝난다. 이번 임무에 자원했을 때 나는 이 모든 사실을 알고 있었던 게 틀림없다. 그러나 기억상실증에 걸린 내 두뇌에게는 이 정보가 새롭기만 하다. 나는 여기에서 죽는다. 혼자서 죽게 된다. p. 111 헤일메리 호의 유일한 승조원. 지구를 구하기 위해 일종의 자살 임무를 맡아 먼 우주까지 날아온 그는 주어진 임무를 수행하고는 그곳에서 외롭게 마지막을 보내게 될 것이라 예상했다. 그러나 소설은 생각지 못한 때에 새로운 사건을 보여주었다. 그곳에서 의사소통이 가능한 외계 생명체를 만나게 된 것이다! 이때부터는 정말 너무 재미있게 빠져들어 읽었다. 처음 만나는 완벽하게 다른 존재와의 소통 과정은 너무나 흥미로웠다. 거기다 시간이 지나면서 그들 사이에 쌓여간 우정이 보여주는 감동까지 진짜 너무 재밌는 소설이란 말밖에 나오지 않는다. 는 캐릭터들도 매력 있고, 흥미로운 스토리 전개, 적당한 유머, 빈틈없는 과학적 지식까지 고루 다 갖춘 SF 소설이다. 이런 작품을 쓴 앤디 위어는 정말 SF 천재다. 라이언 고슬링을 주연으로 한 영화로 만들어진다는 소식이 있던데 이상으로 재미있는 작품이 만들어지지 않을까 매우 기대된다. 영화가 그려낼 로키 의 모습과 그가 내는 소리를 어떻게 표현했을지가 특히 궁금하다. 이 작품은 요즘 흔히 보이는 SF 느낌이 묻어 있는 소설이 아닌 정통 SF 소설이다. 요즘의 한국식 SF에 익숙해져 있다면 소설 속 설명이 다소 복잡하게 느껴질 수도 있지만, 재미는 정말 확실하게 있으니 SF 소설을 좋아한다면 꼭 한번 읽어 보길 바란다. 현실의 고민에서 벗어나 광활한 우주의 이야기 속에 빠져보고 싶은 이에게도 추천하고 싶다. 과학이 세상을 구한다. 과학자 만세. 앤디 위어 만만세.",10,2022-10-21,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,"너랑 나는 좋은 사람. p.506 벽돌책과 SF 또는 판타지를 기반으로 한 무언가는 나와 늘 상극이다. 아니, 설렘보다는 두려움을 먼저 주는 조합이다. 책장을 어느 누가 보더라도 도서 취향을 파악할 수 있을 정도로 명확한 사람이기에 이 책 역시도 재미있을 것이라는 기대보다는 언제 다 읽지 라는 걱정이 앞섰다. 이 책은 그렇게 시작된, 나의 취향과 완전 반대의 SF 소설이다. 태양에 미지의 생명체에 감염되어 지구의 생물들이 위험에 빠졌으며, 과학 선생님이자 전문가인 그레이스 박사가 헤밀메리호를 타고 자살 임무를 수행하러 간 이야기를 담고 있으며, 그 안에서 헤일메리호로 가게 된 이유와 중간에 외계 생명체 외계인이라고 하기에는 묘사가 도저히 인간으로 느껴지지 않아 외계 생명체라고 적는다. 를 만나 함께 미지의 생명체로부터 지구와 행성을 지키기 위해 고군분투하는 내용이 나온다. 앤디 위어 작가는 전작 마션을 쓴 작가라고 대충 알고 있었지만, 개인적인 취향으로 크게 관심도 없었으며, 다른 SF 소설들과 비슷할 것 같다는 생각이 들어 큰 기대를 하지 않았다. 그저 692 페이지를 언제 다 읽지 라는 생각을 가득 채우고 시작하게 되었다. 그렇게 큰 기대 없이 시작한 책. 끝 페이지를 덮고 나니 외계 생명체의 말투로 가득 채워져 있는 게 혼란스럽기만 하다. 이 글을 쓰고 있는 지금 이 순간까지 내 머릿속에는 여운과 감동이 남아 있다. SF 소설의 특성상 전혀 모르는 과학 이론들이나 이해할 수 없는 판타지 세계관들이 나오는데 그것을 제쳐두고 보더라도 명작이라고 할 수 있을 정도로 나에게 큰 만족감을 주었다. 과학적 개념을 모르더라도 친절하게 기술된 설명이 있어 이해하기 쉬웠고, 하다못해 기술된 설명이 머리에 그려지지 못하더라도 내용을 파악하는데 전혀 어려움이 없었다. 화학 모의고사 9 등급을 받았던 과학적 지식으로도 감동을 받을 수 있다면 그것보다 더 확실한 증거가 있을까. 그만큼 재미있었던 소설이었다. 주요 내용은 지구를 구하는 헤일메리 프로젝트에 중점을 두고 있지만, 외계 생명체와 그레이스 박사의 우정에 마음이 크게 와닿았다. 각자의 행성을 살리겠다는 공동의 목표로 미지의 생명체를 연구하고 있지만 그 안에서 목숨을 걸면서까지 서로를 생각하는 그 장면들이 따뜻했다. 외계 생명체가 그레이스 박사를 구하기 위해 몸을 던지는 장면은 보는 사람마저 조마조마하게 만들었다. 그들의 우정은 어쩌면 미지의 생명체보다 더욱 뜨겁게 느껴졌을지도. 이 책을 읽으면서 짧은 과학적 지식과 부족한 내 상상력이 많이 원망스러웠다. 다음 이야기가 궁금한데 상상력에 너무 많은 에너지를 사용해서 책을 덮게 되는 경우도 있었기에 머리가 마음을 따라가지 못해 답답할 때도 있었다. 아마 조금이라도 상상력이 큰 사람이었다면 읽는 속도는 물론이요, 내용을 완벽하게 이해하지 않았을까. 인간과 외계 생명체 사이의 우정보다는 지구를 살리는 전반적인 과정에 초점을 맞추어 읽게 되지 않았을까. 전체적인 내용을 파악하고 있더라도 한정된 나의 과학적인 지식으로 작가가 의도하는 바를 제한적으로 받아들이게 된 점은 많이 아쉽다. 숲보다는 나무에 집중을 했다는 느낌은 지울 수가 없다. 그래도 덕분에 주변 사람들의 안목을 신뢰하게 되었고, SF 소설의 묘미를 알게 되었다. 앤디 위어 작가의 전작이었던 마션은 대충 맷 데이먼의 영화를 통해 알고 있었다. 물론, 보지는 않았다. 맷 데이먼이 그려진 포스터로만 기억하고 있다. 기회가 된다면 마션도 주문해 읽을 계획이다. 마션도 벽돌책으로 유명하지만 이제는 두려움보다는 기대와 설렘이 더 큰 상태에서 이야기를 마주할 수 있을 것 같다. 책을 덮은 지금도 외계 생명체 로키의 말투가 아직도 내 머릿속을 맴돈다. 좋음. 좋음. 좋음.",10,2021-12-24,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,물리학에 대한 지식이 조금만 더 있었더라면 하는 아쉬움이 들지만 그럼에도 기본적인 이해력만 있어도 잘따라갈수 있다. 책이 600페이지가 넘는데 책에서 눈을 뗄수가 없고 자꾸 줄어드는 남아있는 페이지가 아쉽게 느껴진다. 작가의 위트있는 말솜씨에 절로 미소가 떠오른다. 마션을 소설로 먼저 보지못한것이 아쉬울 따름이다. 여운이 길게 남을것같은 책이다.,10,2023-10-11,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,북튜버 관련 유튜브보다가 곧 영화화된다는 멘트의 공상과학 소설이라고 영화 마션 작가라고 강력 추천한다고 해서 구입했어요 책 받아보니 꽤 두껍네요ㅜㅜ 가격이 비싼 책이니 만큼 천천히 완독해 보겠습니다. 주변에 읽은 사람들이 몇 있어 물어보니 너무 재밌다고 우주나 과학 지식 별로 없어도 이해하기 쉽게 써 있다고 해서 안심됩니다. 잘 읽겠습니다 추천해요,10,2023-11-01,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,이 리뷰는 알에이치코리아에서 출판된 앤디 위어님의 프로젝트 헤일메리 리뷰입니다. 개인적인 감상입니다. 마션 작가님의 신간이라고 해서 읽어보게 됐습니다! SF 좋아하는데 프로젝트 헤일메리도 주인공 혼자서 우주에서 살아남는 이야기라서 어떻게 지내는걸까 하는 흥미가 생겨서 재밌게 읽었어요 책이 두꺼웠지만 술술 읽혀서 생각보다 금방 읽었습니다! 영상화가 된다고 하니까 어떤 식으로 표현될지 너무 궁금하더라구요 잘 읽었습니다.,10,2023-08-07,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,"이 책은 기억을 잃은 채 외계 행성 표류선에서 깨어난 과학자 그레이스가 지구를 구할 임무를 수행하는 하드 SF 소설입니다. 혼자 남았다고 생각했지만, 예상치 못한 외계 생명체 록키 와 협력하여 태양의 에너지원을 되살릴 방법을 찾아가는 과정을 유머와 과학적 디테일로 그립니다.",10,2026-04-18,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,"인류를 멸망시킬 태양 에너지 흡수 생명체 아스트로파지 에 맞서 우주로 떠난 주인공 라인랜드 그레이스의 사투를 다룹니다. 기억을 잃은 채 낯선 우주선에서 깨어난 과학자 그레이스는 유일한 생존자로서 인류의 구원이라는 막중한 임무를 깨닫습니다. 그는 절망적인 고립 속에서 경이로운 지능을 가진 외계 생명체 로키를 만나게 되고, 언어와 과학의 장벽을 넘어 기적 같은 우정을 쌓으며 함께 위기를 극복해 나갑니다.",10,2026-04-17,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,"원래 SF 안 좋아하는데 친구가 보고싶다해서 같이 봤더니 내가 더 빠진 영화.. 프로젝트 헤일메리 영화관가서 총 2번보고 마션도 궁금해져서 , ott로 영화보고 도서관에서 종이책까지 읽기 성공 . 영화로 보는 것보다 소설로 읽는게 유머적인 부분이 더 좋아서 빨리 프로젝트 헤일메리도 책으로 읽고싶은 마음이 컸었음 그런데 제일 읽고싶은 프로젝트 헤일메리는 너무 인기가많아서 대기 한달 차인데도 아직 3순위.. 3순위라 이제 곧 볼 수는 있겠지만 그래도 몇 주는 더 걸릴 것 같아 결국 소장용으로 구매하기로 결정! 당일배송이라 오늘 바로 도착해서 너무 좋고 신나요 ㅠㅠ 재밌게 읽어보겠습니다 벌써 인생 책이 될 것만 같아요",10,2026-04-14,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,지구의 운명 ! 이 걸린 중대한 SF이야기를 이토록 사랑스럽고 유머스럽게 풀 수 있다니! 거기에 과학적 근거를 촘촘히 설명해 줘서 과학 모르는 문과쟁이도 상상력을 발휘하며 따라올 수 있게 함 책의 신뢰도와 사실성을 더함 로키와의 우정 서사 지구에서의 과거 서사 아스트로파지 관련 과학 서사 모두 완벽! 그만큼 책이 길어서 라이트 독자들에게 진입장벽을 유발하기도 함... 유일한 단점은 너무 두껍다 뿐인 너무너무 재밌는 책! 이 책을 안 읽은 눈과 바꾸고 싶다.,10,2026-04-13,회원리뷰,https://www.yes24.com/product/goods/101375755
프로젝트 헤일메리,앤디 위어  저/ 강동혁  역,국내도서 전체,2025,12,"오디오북으로 2번 종이책으로 2번 영화1번 프로젝트헤일메리에 팬,앤디위어팬으로써 순전히 영화포스터 커버이기 때문에 구입한 책입니다. 새책으로 고이 모셔둘꺼구요. 생각나면 기존에 구입한 책을 또 읽을 예정이에요. 영화 보다는 책으로 읽는편이 더 재미있습니다. 이책 구입을 망설이는 분이 계시다면 망설이지 마세요.그냥 구입하셔서 읽으세요. 그게 정답입니다.",10,2026-04-12,회원리뷰,https://www.yes24.com/product/goods/101375755
